Player1,Player2,Matches
Sharjeel Khan,Anwar Ali,0.09090909090909091
Anwar Ali,Sharjeel Khan,0.1111111111111111
Sharjeel Khan,Mohammad Nabi,0.09090909090909091
Mohammad Nabi,Sharjeel Khan,0.125
Sharjeel Khan,Zulfiqar Babar,0.18181818181818182
Zulfiqar Babar,Sharjeel Khan,0.3
Umar Amin,Mohammad Nabi,0.5
Mohammad Nabi,Umar Amin,0.125
Umar Amin,Umar Gul,0.5
Umar Gul,Umar Amin,0.16666666666666666
Azhar Ali,Mohammad Amir,0.14285714285714285
Mohammad Amir,Azhar Ali,0.14285714285714285
Azhar Ali,Shakib Al Hasan,0.14285714285714285
Shakib Al Hasan,Azhar Ali,0.125
Azhar Ali,Shoaib Malik,0.14285714285714285
Shoaib Malik,Azhar Ali,0.1111111111111111
CH Gayle,Shoaib Malik,0.2
Shoaib Malik,CH Gayle,0.1111111111111111
CS Delport,Imad Wasim,0.125
Imad Wasim,CS Delport,0.125
CS Delport,Mohammad Amir,0.125
Mohammad Amir,CS Delport,0.14285714285714285
CS Delport,Shakib Al Hasan,0.375
Shakib Al Hasan,CS Delport,0.25
CS Delport,Shoaib Malik,0.125
Shoaib Malik,CS Delport,0.1111111111111111
CS Delport,Sohail Tanvir,0.125
Sohail Tanvir,CS Delport,0.16666666666666666
DJ Bravo,Imad Wasim,0.375
Imad Wasim,DJ Bravo,0.25
DJ Bravo,Mohammad Amir,0.125
Mohammad Amir,DJ Bravo,0.14285714285714285
DJ Bravo,Shakib Al Hasan,0.125
Shakib Al Hasan,DJ Bravo,0.125
DJ Bravo,Sohail Tanvir,0.125
Sohail Tanvir,DJ Bravo,0.16666666666666666
KK Cooper,Mohammad Amir,0.14285714285714285
Mohammad Amir,KK Cooper,0.14285714285714285
Mohammad Rizwan,Imad Wasim,0.125
Imad Wasim,Mohammad Rizwan,0.125
Mohammad Rizwan,Mohammad Amir,0.125
Mohammad Amir,Mohammad Rizwan,0.14285714285714285
Mohammad Rizwan,RS Bopara,0.125
RS Bopara,Mohammad Rizwan,0.1111111111111111
Mohammad Rizwan,Shakib Al Hasan,0.125
Shakib Al Hasan,Mohammad Rizwan,0.125
Mohammad Rizwan,Sohail Tanvir,0.125
Sohail Tanvir,Mohammad Rizwan,0.16666666666666666
Naved Yasin,Mohammad Amir,0.2
Mohammad Amir,Naved Yasin,0.14285714285714285
Naved Yasin,Sohail Tanvir,0.2
Sohail Tanvir,Naved Yasin,0.16666666666666666
Sohaib Maqsood,Imad Wasim,0.5
Imad Wasim,Sohaib Maqsood,0.125
Sohaib Maqsood,RS Bopara,0.5
RS Bopara,Sohaib Maqsood,0.1111111111111111
Sohaib Maqsood,Shakib Al Hasan,0.5
Shakib Al Hasan,Sohaib Maqsood,0.125
Sohaib Maqsood,Shoaib Malik,0.5
Shoaib Malik,Sohaib Maqsood,0.1111111111111111
Sohaib Maqsood,Sohail Tanvir,0.5
Sohail Tanvir,Sohaib Maqsood,0.16666666666666666
Zafar Gohar,Sohail Tanvir,0.16666666666666666
Sohail Tanvir,Zafar Gohar,0.16666666666666666
Zohaib Khan,Mohammad Amir,0.14285714285714285
Mohammad Amir,Zohaib Khan,0.14285714285714285
DJ Malan,Rumman Raees,0.125
Rumman Raees,DJ Malan,0.125
DJ Malan,SR Watson,0.125
SR Watson,DJ Malan,0.16666666666666666
DJ Malan,Saeed Ajmal,0.125
Saeed Ajmal,DJ Malan,0.16666666666666666
DJG Sammy,AD Russell,0.1
AD Russell,DJG Sammy,0.1
DJG Sammy,Ashar Zaidi,0.1
Ashar Zaidi,DJG Sammy,0.3333333333333333
Junaid Khan,Ashar Zaidi,0.16666666666666666
Ashar Zaidi,Junaid Khan,0.3333333333333333
Kamran Akmal,Ashar Zaidi,0.1
Ashar Zaidi,Kamran Akmal,0.3333333333333333
Kamran Akmal,Rumman Raees,0.1
Rumman Raees,Kamran Akmal,0.125
Kamran Akmal,Saeed Ajmal,0.1
Saeed Ajmal,Kamran Akmal,0.16666666666666666
Mohammad Hafeez,AD Russell,0.1
AD Russell,Mohammad Hafeez,0.1
Mohammad Hafeez,SR Watson,0.1
SR Watson,Mohammad Hafeez,0.16666666666666666
Shahid Afridi,AD Russell,0.1
AD Russell,Shahid Afridi,0.1
Shahid Afridi,Rumman Raees,0.1
Rumman Raees,Shahid Afridi,0.125
Shahid Afridi,SR Watson,0.1
SR Watson,Shahid Afridi,0.16666666666666666
Shahid Yousuf,AD Russell,0.1111111111111111
AD Russell,Shahid Yousuf,0.1
Shahid Yousuf,Ashar Zaidi,0.1111111111111111
Ashar Zaidi,Shahid Yousuf,0.3333333333333333
Shahid Yousuf,SR Watson,0.1111111111111111
SR Watson,Shahid Yousuf,0.16666666666666666
Shahid Yousuf,Saeed Ajmal,0.1111111111111111
Saeed Ajmal,Shahid Yousuf,0.16666666666666666
Tamim Iqbal,AD Russell,0.16666666666666666
AD Russell,Tamim Iqbal,0.1
Tamim Iqbal,Ashar Zaidi,0.16666666666666666
Ashar Zaidi,Tamim Iqbal,0.3333333333333333
Tamim Iqbal,Rumman Raees,0.16666666666666666
Rumman Raees,Tamim Iqbal,0.125
Tamim Iqbal,SR Watson,0.16666666666666666
SR Watson,Tamim Iqbal,0.16666666666666666
Tamim Iqbal,Saeed Ajmal,0.16666666666666666
Saeed Ajmal,Tamim Iqbal,0.16666666666666666
Wahab Riaz,AD Russell,0.3333333333333333
AD Russell,Wahab Riaz,0.2
Wahab Riaz,Ashar Zaidi,0.1111111111111111
Ashar Zaidi,Wahab Riaz,0.3333333333333333
JM Vince,Anwar Ali,0.2857142857142857
Anwar Ali,JM Vince,0.3333333333333333
JM Vince,Mohammad Nabi,0.14285714285714285
Mohammad Nabi,JM Vince,0.125
JM Vince,Mohammad Nawaz,0.2857142857142857
Mohammad Nawaz,JM Vince,0.3
JM Vince,Umar Gul,0.14285714285714285
Umar Gul,JM Vince,0.16666666666666666
JM Vince,Zulfiqar Babar,0.2857142857142857
Zulfiqar Babar,JM Vince,0.3
LMP Simmons,Anwar Ali,0.16666666666666666
Anwar Ali,LMP Simmons,0.1111111111111111
LMP Simmons,Mohammad Nawaz,0.16666666666666666
Mohammad Nawaz,LMP Simmons,0.1
LMP Simmons,Umar Gul,0.16666666666666666
Umar Gul,LMP Simmons,0.16666666666666666
LMP Simmons,Zulfiqar Babar,0.16666666666666666
Zulfiqar Babar,LMP Simmons,0.1
Nauman Anwar,Anwar Ali,0.4
Anwar Ali,Nauman Anwar,0.3333333333333333
RS Bopara,Anwar Ali,0.1111111111111111
Anwar Ali,RS Bopara,0.1111111111111111
RS Bopara,Mohammad Nabi,0.2222222222222222
Mohammad Nabi,RS Bopara,0.375
RS Bopara,Mohammad Nawaz,0.2222222222222222
Mohammad Nawaz,RS Bopara,0.3
RS Bopara,Umar Gul,0.1111111111111111
Umar Gul,RS Bopara,0.16666666666666666
RS Bopara,Zulfiqar Babar,0.2222222222222222
Zulfiqar Babar,RS Bopara,0.3
Shakib Al Hasan,Mohammad Nabi,0.25
Mohammad Nabi,Shakib Al Hasan,0.375
Shakib Al Hasan,Mohammad Nawaz,0.25
Mohammad Nawaz,Shakib Al Hasan,0.3
Shakib Al Hasan,Umar Gul,0.125
Umar Gul,Shakib Al Hasan,0.16666666666666666
Shoaib Malik,Anwar Ali,0.2222222222222222
Anwar Ali,Shoaib Malik,0.3333333333333333
Shoaib Malik,Mohammad Nabi,0.2222222222222222
Mohammad Nabi,Shoaib Malik,0.375
Shoaib Malik,Mohammad Nawaz,0.2222222222222222
Mohammad Nawaz,Shoaib Malik,0.3
Shoaib Malik,Umar Gul,0.1111111111111111
Umar Gul,Shoaib Malik,0.16666666666666666
Shoaib Malik,Zulfiqar Babar,0.2222222222222222
Zulfiqar Babar,Shoaib Malik,0.3
Sohail Tanvir,Anwar Ali,0.16666666666666666
Anwar Ali,Sohail Tanvir,0.1111111111111111
Azhar Ali,Junaid Khan,0.2857142857142857
Junaid Khan,Azhar Ali,0.5
Azhar Ali,Mohammad Asghar,0.2857142857142857
Mohammad Asghar,Azhar Ali,0.3333333333333333
Azhar Ali,SW Tait,0.2857142857142857
SW Tait,Azhar Ali,0.3333333333333333
Azhar Ali,Shahid Afridi,0.14285714285714285
Shahid Afridi,Azhar Ali,0.1
Azhar Ali,Wahab Riaz,0.2857142857142857
Wahab Riaz,Azhar Ali,0.3333333333333333
CH Gayle,Junaid Khan,0.4
Junaid Khan,CH Gayle,0.5
CS Delport,Junaid Khan,0.25
Junaid Khan,CS Delport,0.5
DJ Bravo,Junaid Khan,0.25
Junaid Khan,DJ Bravo,0.5
DJ Bravo,Mohammad Asghar,0.125
Mohammad Asghar,DJ Bravo,0.1111111111111111
DJ Bravo,SW Tait,0.125
SW Tait,DJ Bravo,0.1111111111111111
DJ Bravo,Shahid Afridi,0.125
Shahid Afridi,DJ Bravo,0.1
DJ Bravo,Wahab Riaz,0.125
Wahab Riaz,DJ Bravo,0.1111111111111111
Hammad Azam,Junaid Khan,0.3333333333333333
Junaid Khan,Hammad Azam,0.16666666666666666
Hammad Azam,Mohammad Asghar,0.3333333333333333
Mohammad Asghar,Hammad Azam,0.1111111111111111
Hammad Azam,SW Tait,0.3333333333333333
SW Tait,Hammad Azam,0.1111111111111111
Hammad Azam,Wahab Riaz,0.3333333333333333
Wahab Riaz,Hammad Azam,0.1111111111111111
Mohammad Rizwan,SW Tait,0.125
SW Tait,Mohammad Rizwan,0.1111111111111111
Umar Akmal,Junaid Khan,0.2857142857142857
Junaid Khan,Umar Akmal,0.5
Umar Akmal,Mohammad Asghar,0.2857142857142857
Mohammad Asghar,Umar Akmal,0.3333333333333333
Umar Akmal,SW Tait,0.2857142857142857
SW Tait,Umar Akmal,0.3333333333333333
Umar Akmal,Shahid Afridi,0.2857142857142857
Shahid Afridi,Umar Akmal,0.3
Umar Akmal,Wahab Riaz,0.2857142857142857
Wahab Riaz,Umar Akmal,0.3333333333333333
Zohaib Khan,Junaid Khan,0.14285714285714285
Junaid Khan,Zohaib Khan,0.16666666666666666
Zohaib Khan,Wahab Riaz,0.14285714285714285
Wahab Riaz,Zohaib Khan,0.1111111111111111
AD Russell,Usama Mir,0.1
Usama Mir,AD Russell,0.14285714285714285
Ashar Zaidi,Mohammad Amir,0.3333333333333333
Mohammad Amir,Ashar Zaidi,0.14285714285714285
Ashar Zaidi,RS Bopara,0.3333333333333333
RS Bopara,Ashar Zaidi,0.1111111111111111
Ashar Zaidi,Usama Mir,0.3333333333333333
Usama Mir,Ashar Zaidi,0.14285714285714285
Imran Khalid,Mohammad Amir,0.1111111111111111
Mohammad Amir,Imran Khalid,0.14285714285714285
Imran Khalid,RS Bopara,0.4444444444444444
RS Bopara,Imran Khalid,0.3333333333333333
Imran Khalid,Sohail Tanvir,0.1111111111111111
Sohail Tanvir,Imran Khalid,0.16666666666666666
Khalid Latif,Imad Wasim,0.1111111111111111
Imad Wasim,Khalid Latif,0.125
Khalid Latif,Mohammad Amir,0.1111111111111111
Mohammad Amir,Khalid Latif,0.14285714285714285
Khalid Latif,RS Bopara,0.1111111111111111
RS Bopara,Khalid Latif,0.1111111111111111
Khalid Latif,Shakib Al Hasan,0.1111111111111111
Shakib Al Hasan,Khalid Latif,0.125
Khalid Latif,Shoaib Malik,0.1111111111111111
Shoaib Malik,Khalid Latif,0.1111111111111111
Khalid Latif,Usama Mir,0.1111111111111111
Usama Mir,Khalid Latif,0.14285714285714285
Misbah-ul-Haq,RS Bopara,0.1111111111111111
RS Bopara,Misbah-ul-Haq,0.1111111111111111
Misbah-ul-Haq,Sohail Tanvir,0.1111111111111111
Sohail Tanvir,Misbah-ul-Haq,0.16666666666666666
Mohammad Sami,Mohammad Amir,0.42857142857142855
Mohammad Amir,Mohammad Sami,0.2857142857142857
Mohammad Sami,Sohail Tanvir,0.14285714285714285
Sohail Tanvir,Mohammad Sami,0.16666666666666666
SR Watson,Imad Wasim,0.16666666666666666
Imad Wasim,SR Watson,0.125
SR Watson,Mohammad Amir,0.16666666666666666
Mohammad Amir,SR Watson,0.14285714285714285
SR Watson,Sohail Tanvir,0.16666666666666666
Sohail Tanvir,SR Watson,0.16666666666666666
SW Billings,RS Bopara,0.2
RS Bopara,SW Billings,0.1111111111111111
Sharjeel Khan,Mohammad Amir,0.09090909090909091
Mohammad Amir,Sharjeel Khan,0.14285714285714285
Sharjeel Khan,RS Bopara,0.09090909090909091
RS Bopara,Sharjeel Khan,0.1111111111111111
Sharjeel Khan,Shakib Al Hasan,0.09090909090909091
Shakib Al Hasan,Sharjeel Khan,0.125
Sharjeel Khan,Shoaib Malik,0.09090909090909091
Shoaib Malik,Sharjeel Khan,0.1111111111111111
Sharjeel Khan,Sohail Tanvir,0.09090909090909091
Sohail Tanvir,Sharjeel Khan,0.16666666666666666
Sharjeel Khan,Usama Mir,0.09090909090909091
Usama Mir,Sharjeel Khan,0.14285714285714285
DJ Malan,Akbar-ur-Rehman,0.125
Akbar-ur-Rehman,DJ Malan,0.14285714285714285
DJ Malan,Mohammad Nabi,0.125
Mohammad Nabi,DJ Malan,0.125
DJ Malan,Mohammad Nawaz,0.125
Mohammad Nawaz,DJ Malan,0.1
DJ Malan,Umar Gul,0.125
Umar Gul,DJ Malan,0.16666666666666666
DJ Malan,Zulfiqar Babar,0.125
Zulfiqar Babar,DJ Malan,0.1
DJG Sammy,Anwar Ali,0.1
Anwar Ali,DJG Sammy,0.1111111111111111
DJG Sammy,Mohammad Nabi,0.1
Mohammad Nabi,DJG Sammy,0.125
DJG Sammy,Mohammad Nawaz,0.1
Mohammad Nawaz,DJG Sammy,0.1
DJG Sammy,Umar Gul,0.1
Umar Gul,DJG Sammy,0.16666666666666666
DJG Sammy,Zulfiqar Babar,0.1
Zulfiqar Babar,DJG Sammy,0.1
Kamran Akmal,Mohammad Nabi,0.1
Mohammad Nabi,Kamran Akmal,0.125
Kamran Akmal,Mohammad Nawaz,0.1
Mohammad Nawaz,Kamran Akmal,0.1
Kamran Akmal,Umar Gul,0.1
Umar Gul,Kamran Akmal,0.16666666666666666
Kamran Akmal,Zulfiqar Babar,0.1
Zulfiqar Babar,Kamran Akmal,0.1
Mohammad Hafeez,Anwar Ali,0.1
Anwar Ali,Mohammad Hafeez,0.1111111111111111
Mohammad Hafeez,Mohammad Nabi,0.1
Mohammad Nabi,Mohammad Hafeez,0.125
Mohammad Hafeez,Mohammad Nawaz,0.1
Mohammad Nawaz,Mohammad Hafeez,0.1
Mohammad Hafeez,Zulfiqar Babar,0.1
Zulfiqar Babar,Mohammad Hafeez,0.1
Shahid Afridi,Umar Gul,0.3
Umar Gul,Shahid Afridi,0.3333333333333333
Shahid Yousuf,Akbar-ur-Rehman,0.1111111111111111
Akbar-ur-Rehman,Shahid Yousuf,0.14285714285714285
Shahid Yousuf,Anwar Ali,0.1111111111111111
Anwar Ali,Shahid Yousuf,0.1111111111111111
Shahid Yousuf,Mohammad Nabi,0.1111111111111111
Mohammad Nabi,Shahid Yousuf,0.125
Shahid Yousuf,Mohammad Nawaz,0.1111111111111111
Mohammad Nawaz,Shahid Yousuf,0.1
Shahid Yousuf,Umar Gul,0.1111111111111111
Umar Gul,Shahid Yousuf,0.16666666666666666
Shahid Yousuf,Zulfiqar Babar,0.1111111111111111
Zulfiqar Babar,Shahid Yousuf,0.1
Tamim Iqbal,Anwar Ali,0.16666666666666666
Anwar Ali,Tamim Iqbal,0.1111111111111111
Tamim Iqbal,Mohammad Nabi,0.16666666666666666
Mohammad Nabi,Tamim Iqbal,0.125
Tamim Iqbal,Mohammad Nawaz,0.16666666666666666
Mohammad Nawaz,Tamim Iqbal,0.1
Tamim Iqbal,Zulfiqar Babar,0.16666666666666666
Zulfiqar Babar,Tamim Iqbal,0.1
Wahab Riaz,Anwar Ali,0.3333333333333333
Anwar Ali,Wahab Riaz,0.2222222222222222
Wahab Riaz,Mohammad Nawaz,0.1111111111111111
Mohammad Nawaz,Wahab Riaz,0.1
Azhar Ali,Anwar Ali,0.2857142857142857
Anwar Ali,Azhar Ali,0.3333333333333333
Azhar Ali,Mohammad Nabi,0.2857142857142857
Mohammad Nabi,Azhar Ali,0.375
Azhar Ali,Mohammad Nawaz,0.2857142857142857
Mohammad Nawaz,Azhar Ali,0.3
Azhar Ali,Umar Gul,0.2857142857142857
Umar Gul,Azhar Ali,0.5
Azhar Ali,Zulfiqar Babar,0.2857142857142857
Zulfiqar Babar,Azhar Ali,0.3
CS Delport,Akbar-ur-Rehman,0.125
Akbar-ur-Rehman,CS Delport,0.14285714285714285
CS Delport,Anwar Ali,0.125
Anwar Ali,CS Delport,0.1111111111111111
CS Delport,Mohammad Nabi,0.125
Mohammad Nabi,CS Delport,0.125
CS Delport,Mohammad Nawaz,0.125
Mohammad Nawaz,CS Delport,0.1
CS Delport,Umar Gul,0.125
Umar Gul,CS Delport,0.16666666666666666
CS Delport,Zulfiqar Babar,0.125
Zulfiqar Babar,CS Delport,0.1
DJ Bravo,Anwar Ali,0.25
Anwar Ali,DJ Bravo,0.3333333333333333
DJ Bravo,Umar Gul,0.25
Umar Gul,DJ Bravo,0.5
Umar Akmal,Akbar-ur-Rehman,0.14285714285714285
Akbar-ur-Rehman,Umar Akmal,0.14285714285714285
Umar Akmal,Anwar Ali,0.2857142857142857
Anwar Ali,Umar Akmal,0.3333333333333333
Umar Akmal,Mohammad Nabi,0.14285714285714285
Mohammad Nabi,Umar Akmal,0.125
Umar Akmal,Mohammad Nawaz,0.2857142857142857
Mohammad Nawaz,Umar Akmal,0.3
Umar Akmal,Umar Gul,0.2857142857142857
Umar Gul,Umar Akmal,0.5
Umar Akmal,Zulfiqar Babar,0.2857142857142857
Zulfiqar Babar,Umar Akmal,0.3
Azhar Ali,AD Russell,0.14285714285714285
AD Russell,Azhar Ali,0.1
Azhar Ali,Mohammad Sami,0.14285714285714285
Mohammad Sami,Azhar Ali,0.14285714285714285
Azhar Ali,Rumman Raees,0.14285714285714285
Rumman Raees,Azhar Ali,0.125
Azhar Ali,SR Watson,0.14285714285714285
SR Watson,Azhar Ali,0.16666666666666666
CS Delport,AD Russell,0.125
AD Russell,CS Delport,0.1
CS Delport,Mohammad Sami,0.125
Mohammad Sami,CS Delport,0.14285714285714285
CS Delport,SR Watson,0.125
SR Watson,CS Delport,0.16666666666666666
DJ Bravo,AD Russell,0.125
AD Russell,DJ Bravo,0.1
DJ Bravo,Imran Khalid,0.125
Imran Khalid,DJ Bravo,0.1111111111111111
DJ Bravo,Kamran Ghulam,0.125
Kamran Ghulam,DJ Bravo,0.5
DJ Bravo,Mohammad Sami,0.125
Mohammad Sami,DJ Bravo,0.14285714285714285
DJ Bravo,Rumman Raees,0.25
Rumman Raees,DJ Bravo,0.375
DJ Bravo,Saeed Ajmal,0.25
Saeed Ajmal,DJ Bravo,0.5
KK Cooper,Rumman Raees,0.14285714285714285
Rumman Raees,KK Cooper,0.125
Mohammad Rizwan,AD Russell,0.125
AD Russell,Mohammad Rizwan,0.1
Mohammad Rizwan,Imran Khalid,0.125
Imran Khalid,Mohammad Rizwan,0.1111111111111111
Mohammad Rizwan,Kamran Ghulam,0.125
Kamran Ghulam,Mohammad Rizwan,0.5
Mohammad Rizwan,Mohammad Sami,0.125
Mohammad Sami,Mohammad Rizwan,0.14285714285714285
Mohammad Rizwan,Rumman Raees,0.25
Rumman Raees,Mohammad Rizwan,0.375
Mohammad Rizwan,Saeed Ajmal,0.125
Saeed Ajmal,Mohammad Rizwan,0.16666666666666666
Naved Yasin,AD Russell,0.2
AD Russell,Naved Yasin,0.1
Naved Yasin,Imran Khalid,0.2
Imran Khalid,Naved Yasin,0.1111111111111111
Naved Yasin,Mohammad Sami,0.2
Mohammad Sami,Naved Yasin,0.14285714285714285
Naved Yasin,Rumman Raees,0.2
Rumman Raees,Naved Yasin,0.125
Naved Yasin,SR Watson,0.2
SR Watson,Naved Yasin,0.16666666666666666
Naved Yasin,Saeed Ajmal,0.2
Saeed Ajmal,Naved Yasin,0.16666666666666666
Umar Akmal,Imran Khalid,0.14285714285714285
Imran Khalid,Umar Akmal,0.1111111111111111
Umar Akmal,Rumman Raees,0.2857142857142857
Rumman Raees,Umar Akmal,0.375
Umar Akmal,SR Watson,0.14285714285714285
SR Watson,Umar Akmal,0.16666666666666666
Umar Akmal,Saeed Ajmal,0.2857142857142857
Saeed Ajmal,Umar Akmal,0.5
Zohaib Khan,Rumman Raees,0.14285714285714285
Rumman Raees,Zohaib Khan,0.125
AD Russell,GD Elliott,0.3
GD Elliott,AD Russell,0.3333333333333333
BJ Haddin,Aizaz Cheema,0.125
Aizaz Cheema,BJ Haddin,0.25
BJ Haddin,GD Elliott,0.125
GD Elliott,BJ Haddin,0.16666666666666666
BJ Haddin,Mohammad Nawaz,0.125
Mohammad Nawaz,BJ Haddin,0.1
BJ Haddin,Zulfiqar Babar,0.125
Zulfiqar Babar,BJ Haddin,0.1
Imran Khalid,GD Elliott,0.1111111111111111
GD Elliott,Imran Khalid,0.16666666666666666
Kamran Ghulam,GD Elliott,0.5
GD Elliott,Kamran Ghulam,0.16666666666666666
Kamran Ghulam,Mohammad Nabi,0.5
Mohammad Nabi,Kamran Ghulam,0.125
Kamran Ghulam,Mohammad Nawaz,0.5
Mohammad Nawaz,Kamran Ghulam,0.1
Kamran Ghulam,Zulfiqar Babar,0.5
Zulfiqar Babar,Kamran Ghulam,0.1
Khalid Latif,GD Elliott,0.1111111111111111
GD Elliott,Khalid Latif,0.16666666666666666
Khalid Latif,Mohammad Nabi,0.1111111111111111
Mohammad Nabi,Khalid Latif,0.125
Khalid Latif,Mohammad Nawaz,0.1111111111111111
Mohammad Nawaz,Khalid Latif,0.1
Mohammad Irfan,Aizaz Cheema,0.16666666666666666
Aizaz Cheema,Mohammad Irfan,0.25
Rumman Raees,Aizaz Cheema,0.125
Aizaz Cheema,Rumman Raees,0.25
Rumman Raees,GD Elliott,0.125
GD Elliott,Rumman Raees,0.16666666666666666
SR Watson,Aizaz Cheema,0.16666666666666666
Aizaz Cheema,SR Watson,0.25
SW Billings,GD Elliott,0.2
GD Elliott,SW Billings,0.16666666666666666
Saeed Ajmal,Aizaz Cheema,0.16666666666666666
Aizaz Cheema,Saeed Ajmal,0.25
Saeed Ajmal,Anwar Ali,0.16666666666666666
Anwar Ali,Saeed Ajmal,0.1111111111111111
Saeed Ajmal,GD Elliott,0.16666666666666666
GD Elliott,Saeed Ajmal,0.16666666666666666
Imad Wasim,KK Cooper,0.125
KK Cooper,Imad Wasim,0.14285714285714285
Imad Wasim,Zafar Gohar,0.125
Zafar Gohar,Imad Wasim,0.16666666666666666
JM Vince,KK Cooper,0.14285714285714285
KK Cooper,JM Vince,0.14285714285714285
JM Vince,Zohaib Khan,0.14285714285714285
Zohaib Khan,JM Vince,0.14285714285714285
Mushfiqur Rahim,DJ Bravo,0.3333333333333333
DJ Bravo,Mushfiqur Rahim,0.125
Mushfiqur Rahim,Ehsan Adil,0.3333333333333333
Ehsan Adil,Mushfiqur Rahim,0.2
Mushfiqur Rahim,KK Cooper,0.3333333333333333
KK Cooper,Mushfiqur Rahim,0.14285714285714285
